index,Institute,InstituteCountry,ResearchInstitution,InstituteNumber
17412,Institute für Umwelt- und Technikrecht Universität Trier,Germany,Institution abroad - Germany,I17413
17413,LPMS Institut de Physique Université de Cergy-Pontoise,France,Institution abroad - France,I17414
17414,Centre de droit de l'entreprise CEDIDAC Université de Lausanne,Switzerland,University of Lausanne - LA,I17415
17415,Ithaka Institute for Carbon Strategies,Switzerland,Research Institutes Agroscope - AGS,I17416
17416,UNI: National Jewish Center for Immunology a nd Respiratory Medicine  Denver USA,United States of America,Institution abroad - United States of America,I17417
17417,Precourt Energy Efficiency Center Stanford University,United States of America,Institution abroad - United States of America,I17418
17418,Arbeitslehrerinnenseminar des Kantons Zürich,Switzerland,"Non-profit organisations (libraries, museums, foundations) and administration - NPO",I17419
17419,Center for Infectious Medicine Department of Medicine Karolinska Institute,Sweden,Institution abroad - Sweden,I17420
17420,Department of Epidemiology Emory University,United States of America,Institution abroad - United States of America,I17421
17421,UNI: Monash University   Victoria AUS,Australia,Institution abroad - Australia,I17422
17422,Haute Ecole Pédagogique de Fribourg,Switzerland,University of Lausanne - LA,I17423
17423,Departement für Erziehung und Kultur des Kantons Thurgau,Switzerland,"Non-profit organisations (libraries, museums, foundations) and administration - NPO",I17424
17424,Department of History The Hebrew University of Jerusalem,Israel,Institution abroad - Israel,I17425
17425,Chirurgische Klinik Universitäts-Kinderklinik Zürich,Switzerland,University of Zurich - ZH,I17426
17426,UNI: Universität Freiburg Physikalisches-che misches Institut  Freiburg CH,Germany,University of Fribourg - FR,I17427
17427,Vögele Kultur Zentrum,Switzerland,Unassignable - NA,I17428
17428,Multifunktionale Ferroische Materialien D-MATL ETH Zürich,Switzerland,,I17429
17429,Mikroelektronik Centret (MIC) Danmarks Tekniske Universitet,Denmark,Institution abroad - Denmark,I17430
17430,Ion Beam Physics PSI and ETH,Switzerland,ETH Zurich - ETHZ,I17431
17431,Institut für Völkerrecht und ausländisches Verfassungsrecht Universität Zürich,Switzerland,Institution abroad - Switzerland,I17432
17432,UNI: University of Wisconsin Department of H orticulture  Madison USA,United States of America,Institution abroad - United States of America,I17433
17433,Bundesamt für Verbraucherschutz und Lebensmittelsicherheit (BVL),Germany,"Non-profit organisations (libraries, museums, foundations) and administration - NPO",I17434
17434,UNI: Medical Research Council Clinical Oncol ogy Unit  Cambrige GB,Great Britain and Northern Ireland,Cantonal hospital of St.Gallen - KSPSG,I17435
17435,Institut für Sozialwissenschaften Humboldt-Universität Berlin,Germany,Institution abroad - Germany,I17436
17436,Bio21 Institute School of Chemistry University of Melbourne,Australia,Institution abroad - Australia,I17437
17437,The Wellcome Trust Center for the History of Medicine University of London,Great Britain and Northern Ireland,Institution abroad - Great Britain and Northern Ireland,I17438
17438,"Department of Statistics  University of California, Berkeley",United States of America,,I17439
17439,NTNU Norwegian University of Science and Technology Institute of Physics,Norway,Institution abroad - Norway,I17440
17440,State University St. Petersburg Department of Oriental Studies,Russia,University of Zurich - ZH,I17441
17441,Dept. of Physics McGill University,Canada,Institution abroad - Canada,I17442
17442,UNI: Ashmolean Museum Lincoln Collegealiforn iaThr-R1S malonyl-  Oxford GB,Great Britain and Northern Ireland,Institution abroad - Great Britain and Northern Ireland,I17443
17443,PSP AG,Switzerland,Companies/  Private Industry - FP,I17444
17444,UNI: Université de Rome    I,Italy,Institution abroad - Italy,I17445
17445,Mikrobiologie und Infektionsimmunolgie Charité-Universitätsmedizin Berlin,Germany,Institution abroad - Germany,I17446
17446,UNI: University of Washington Department of Statistics  Seattle USA,United States of America,Institution abroad - United States of America,I17447
17447,Département d'histoire du droit et des doctrines juridiques et politiques Faculté de droit,Switzerland,University of Geneva - GE,I17448
17448,Groupe MECA Jet Propulsion Laboratory,United States of America,Institution abroad - United States of America,I17449
17449,Inst. f. interdisziplinäre Rechtsforschung Law and Society Institute Berlin Humboldt-Universität zu Berlin,Germany,Institution abroad - Germany,I17450
17450,Réseau Hospitalier Neuchâtelois - RHNe,Switzerland,Other Hospitals - ASPIT,I17451
17451,Dept of Materials Science and Engineering Tsinghua University,China,Institution abroad - China,I17452
17452,UNI: University Politehnica Faculty of Elect ronics and Telecommunications Bucharest R,Romania,EPF Lausanne - EPFL,I17453
17453,Christ Church College University of Oxford,United States of America,Institution abroad - United States of America,I17454
17454,Camargo Laboratory Children's Hospital Boston,United States of America,Institution abroad - United States of America,I17455
17455,"Hospiz im Park Klinik für palliative Medizin, Pflege und Begleitung",Switzerland,Other Hospitals - ASPIT,I17456
17456,UNI: University of Minnesota Limnological Re search Center  Minneapolis USA,United States of America,Institution abroad - United States of America,I17457
17457,Abteilung 4  Max Planck Institut - Molekulare Physiologie,Germany,Institution abroad - Germany,I17458
17458,Hochschule für Sozialarbeit HSA Institut für Sozialplanung und Sozialmanagement,Switzerland,Pädagogische Hochschule Luzern - PHLU,I17459
17459,Institut Laue-Langevin,France,Institution abroad - France,I17460
17460,Institut de Physique et de Chimie des Matériaux (IPCMS),France,,I17461
17461,UNI: Universität Basel Geologisch-Paläontolo gisches Institut  Basel CH,Switzerland,Institution abroad - Switzerland,I17462
17462,Laboratoire de Chimie Physique Matière et Rayonnement (LCPMR) Université Pierre et Marie Curie,France,Institution abroad - France,I17463
17463,UNI: Cytel Corporation   La Jolla USA,United States of America,Institution abroad - United States of America,I17464
17464,Victor Chang Cardiac Research Institute,Australia,Institution abroad - Australia,I17465
17465,UNI: University of Exeter Department of Math ematics  Exeter GB,Great Britain and Northern Ireland,ETH Zurich - ETHZ,I17466
17466,IFOM Institute of Molecular Oncology,Italy,Institution abroad - Italy,I17467
17467,UNI: Universität Zürich Organisch-Chemisches Institut  Zürich CH,Switzerland,University of Zurich - ZH,I17468
17468,UNI: Columbia University Law School   New Yo rk USA,United States of America,Institution abroad - United States of America,I17469
17469,Laboratoire de recherche santé-social Haute école de travail social et de la santé HES-SO,Switzerland,,I17470
17470,Melbourne School of Engineering The University of Melbourne,Australia,Institution abroad - Australia,I17471
17471,University Alberta,Canada,Institution abroad - Canada,I17472
17472,UNI: Yale University Infectious Diseases Res earch Laboratory  New Haven USA,United States of America,Institution abroad - United States of America,I17473
17473,Center for Mind and Brain UC Davis,United States of America,Institution abroad - United States of America,I17474
17474,College of Communication and Media Sciences Zayed University,United Arab Emirates,Institution abroad - United Arab Emirates,I17475
17475,Cavendish Laboratory Department of Physics University of Cambridge,Great Britain and Northern Ireland,,I17476
17476,Max-Planck Institut fürStoffwechselforschung,Germany,Institution abroad - Germany,I17477
17477,Ecole Normale Supérieure Laboratoire Kastler Brossel Université P. et M. Curie,France,Institution abroad - France,I17478
17478,Institut für komplementäre und integrative Medizin Universitätsspital Zürich,Switzerland,,I17479
17479,UNI: University College London Dept of Anato my and Developmental Biology London GB,Great Britain and Northern Ireland,University of Geneva - GE,I17480
17480,North Shore LIJ Medical Group Cushing Neuroscience Institute,United States of America,Institution abroad - United States of America,I17481
17481,"Departament de Lògica, Història i Filosofia Facultat de Filosofia Universitat de Barcelona",Spain,Institution abroad - Spain,I17482
17482,Department of Humanities and Social Sciences Faculty of Letters Keio University,Japan,Institution abroad - Japan,I17483
17483,UNI: University of California Department of Neurology and Biochemistry and Biophysics Sa n Francisco USA,United States of America,Institution abroad - United States of America,I17484
17484,Archäologisches Seminar,Switzerland,University of Fribourg - FR,I17485
17485,UNI: Université de Montréal Faculté de médec ine dentaire  Montréal CDN,Canada,Institution abroad - Canada,I17486
17486,CBS Center for Corporate Social Resp. Copenhagen Business School,Denmark,Institution abroad - Denmark,I17487
17487,Department of Chemistry University of Aarhus,Denmark,Institution abroad - Denmark,I17488
17488,"UNI: University of Texas   Austin, TX USA",United States of America,Institution abroad - United States of America,I17489
17489,Graduate School of Computational Engineering Technische Universität Darmstadt,Germany,Institution abroad - Germany,I17490
17490,Planair SA,Switzerland,Companies/  Private Industry - FP,I17491
17491,Rheinische Friedrich-Wilhelms-Universität Institut für Altamerikanistik und Ethnologie,Germany,Institution abroad - Germany,I17492
17492,Lab. de Dynamique des Cellules Souches Faculté des Sciences de la Vie EPFL SV IBI LDCS,Switzerland,EPF Lausanne - EPFL,I17493
17493,Department of Biology Massachusetts Institute of Technology MIT,United States of America,Institution abroad - United States of America,I17494
17494,Social Sciences 2 Department of Psychology University of California,United States of America,Institution abroad - United States of America,I17495
17495,Dpt. of Romance Languages and Literatures Division of the Humanities University of Chicago,United States of America,Institution abroad - United States of America,I17496
17496,Center for Neural Circuits and Behavior University of California San Diego,United States of America,Institution abroad - United States of America,I17497
